title,label_score
"40 Tahun Walkman, Sony Rilis Versi Retro dengan Dukungan Android",0
Lima Capim KPK Jalani Uji Kelayakan di DPR Hari Ini,0
Asisten Pribadi Sebut Kabar BJ Habibie Meninggal Hoaks,0
"Pemutusan Serat Optik di Cikini, Pengusaha Pertanyakan Kompensasi",0
Preview Timnas U-19 Vs Iran: Kata Fakhri dan Pelatih Lawan,0
"Ogah Disebut Cuma Nembakin Kapal, Susi Pudjiastuti Pamer Kinerja",0
Aktor Eddie Redmayne Ingin Jadi Musuh Batman,0
Aktivis HAM Tuding Polisi Monopoli Informasi Seputar Papua,0
"Pidato Kontemplasi, SBY Singgung Lampu Kuning Toleransi",0
"Esemka Bima Disebut Mirip Mobil Cina, Ini Kata Gaikindo",1
"Jadi Menteri, Susi Pudjiastuti Sebut Kembalikan Duit Negara 9,4 T",0
"ITU Telecom 2019, Kominfo: Palapa Ring Rampung 100 Persen",0
"Diajukan Jadi Wakil Ketua DPRD DKI, Ini Kata Putri Zulkifli Hasan",1
Jadwal Timnas U-16: Senin Hari Ini Vs Filipina di Stadion Madya,0
Jokowi Diagendakan Temui Tokoh Papua di Istana Negara,0
DPR Usul Pakta Tertulis untuk Pimpinan KPK Periode Mendatang,0
"Pelanggar Keluhkan Sosialisasi Ganjil Genap, DKI: Sudah Sebulan",0
Alexander Mawarta Mengaku Tak Kesulitan Garap Makalah Capim KPK,0
Kelompok Profesional Malaysia Mau Gugat RI Soal Kabut Asap,0
Angkasa Pura II Targetkan Kelola 3 Bandara di Sumatera Bulan Ini,0
"Dampak Kabut Asap, Citilink Batalkan 6 Penerbangan",0
Paripurna DPR Tetapkan Pansus Pengkaji Pemindahan Ibu Kota,0
Chevrolet Captiva Mirip Almaz Dijual di Thailand Rp 440 Jutaan,0
"Cukai Rokok Naik 23 Persen, Petani Tembakau: Di Luar Batas Wajar",0
Ketangguhan Honda ADV 150 Diuji Lintasi Turunan dan Tanjakan,0
Bamsoet Sindir Airlangga Hartarto Soal Rapat Pleno Golkar,0
APPI: Pembiayaan Indonesia Timur Tumbuh Didorong Produksi Nikel,0
"Tinju Dunia: Tyson Fury Cedera, Rematch Lawan Wilder Ditunda",0
Google Doodle Peringati Hari Lahir Chrisye,0
"Bagikan Foto Sangat Pribadi, Apa Motif Orang Lakukan Sexting?",1
Ilmuwan Internasional Teliti Tsunami Palu Pakai Superkomputer,0
"PSM Makassar vs Tira Persikabo, Darije Kalezic Mau Timnya Agresif",0
Presiden Trump Perintahkan Sanksi Ekonomi Lebih Berat untuk Iran,0
"Pilkada Tangerang Selatan, KPU Anggarkan Santunan KPPS Meninggal",0
Sudah Satu Bulan Pekanbaru Dibekap Kabut Asap,0
Kementerian ATR Berkukuh RUU Pertanahan Segera Disahkan,0
"Lapindo Tak Bayar Utang Rp 1,7 T, Kemenkeu Layangkan Tagihan Lagi",0
"Kue Ini Serupa Jamur Matsutake, Tapi Rasanya?",1
"Benteng Pendem Ngawi Direstorasi, Ongkosnya Rp 150 Miliar",0
Kemenpar: Puluhan Turis Asing Batal Datang Akibat Kabut Asap,0
"PSS Sleman vs Persipura, Seto Minta ke Pemainnya Jaga Ketat Boaz",0
Kemenkeu Izinkan Dana Reboisasi Dipakai Mengatasi Kebakaran Hutan,0
"Timnas U-16 Vs Mariana Utara, Akankah Skor 18-0 Terulang?",1
Aktivis Minta Utang Pemberantasan Korupsi Ditagih ke Jokowi,0
Penyebab Ribuan Ikan Mati di Ambon Dibahas di LIPI Hari Ini,0
"Kemarau Panjang, Pemkab Tangerang Bagikan 1,54 Juta Liter Air",0
Liga 1 Rabu Hari Ini: Jadwal Siaran Langsung dan Klasemen,0
Ombudsman Sarankan Aturan Kemendag Kembali Wajibkan Label Halal,0
Mengapa Remisi Koruptor dan Bebas Bersyaratnya Dipermudah DPR?,1
Inikah Sosok Nissan X-Trail Masa Depan Lebih Kencang dari Tesla,1
"Jangan Salah, Kaus Kaki yang Tepat Untuk Knit Sneakers Adalah...",1
"Kebakaran Hutan, BNPB Hitung Kerugian Ekosistem hingga Ekonomi",0
Tindakan Pertolongan di Rumah saat Anak Muntah,0
Harga Emas Antam Naik Jadi Rp 757 ribu per Gram,0
Peluang Korupsi dalam RUU Pertanahan,0
China Open: Shesar Tak Menduga Bisa Kalahkan Jonatan Christie,0
All New Toyota Corolla Altis Meluncur Siang Ini,0
Capim KPK Nyoman Wara Bocorkan Kelemahan Laporan Keuangan KPK,0
"Main di Kandang Borneo FC, Madura United Punya Target Ini",1
"Raditya Dika Pernah Alami Mata Kering, Ini Saran Dokter",1
"BJ Habibie Meninggal, Ini Pesannya untuk Dua Menantu SBY",1
Kepala BKPM Mengaku Diberi Waktu Jokowi Sebulan Benahi Investasi,0
Capim KPK Sigit Danang: WP KPK Harus Ditertibkan,0
"Revisi UU KPK, Akademisi dan Mahasiswa Diminta Turun ke Jalan",0
Jamal Khashoggi Sempat Memohon Tidak Disumpal karena Asma,0
"Pabrik Tekstil Gulung Tikar, Akibat Marak Pakaian Bekas Impor?",1
Jerawat di Punggung Mengganggu? Simak Cara Mengatasinya,1
Begini Modus Pengedar Narkoba Jaringan Malaysia Beroperasi,1
"Kenaikan Iuran BPJS Kesehatan Bertahap, Segmen PBI yang Pertama",0
Proyek Jalan Tol Cimanggis - Cibitung Terhambat Pembebasan Lahan,0
Wearnes Kini Memegang Hak Penjualan Supercar Koenigsegg,0
"Pemilihan Rektor ITB, 30 Pendaftar Lolos Saringan Awal",0
"Buwas 17 Bulan Jadi Dirut Bulog, Ini Daftar Kontroversinya",1
Dokter Ungkap Bagian Tubuh yang Pas untuk Ukur Tekanan Darah,1
Glenn Yusuf Mundur dari Wakil Presiden Komisaris Bank CIMB Niaga,0
Kredit Properti Diprediksi Segera Terkerek Pelonggaran LTV,0
Mantan Gubernur Papua Barat Abraham Atururi Meninggal,0
"Hadir di Indonesia, Ini 5 Smartphone dengan 4 Kamera Belakang",1
Kumis Kucing Bermanfaat untuk Batu Ginjal hingga Rematik,0
Imparsial: Revisi UU KPK yang Disahkan DPR Cacat Formil,0
"Uji Petik Kapal Wisata di Labuan Bajo, Kemenhub Temukan Ini",1
"Lekas Sahkan UU, Pengamat: DPR Sarat Kepentingan, Menipu Rakyat",0
PUPR: Tol Layang Jakarta-Cikampek II Beroperasi November 2019,0
"Investigasi Data Bocor, Lion Air Terus Koordinasi dengan Kominfo",0
Hari Ini Harga Emas Antam Naik Jadi Rp 756 ribu per Gram,0
BUMN Antam Incar Akuisisi Tambang Emas Baru,0
"Berakhir Pekan di Malioboro, Kunjungi Dua Pameran Seni Ini",1
IHSG Melemah pada Sesi Perdagangan Pertama Hari Ini,0
"Warga Condet Beri Nama Cucu Habibie, Simak Kisah Nekatnya",1
Kemendag: Setiap Produk Impor Daging Wajib Bersertifikat Halal,0
"Setelah Corolla Altis, Toyota Kijang Innova Hybrid Menyusul?",1
"Jadwal Bola Akhir Pekan: Liga Inggris, Liga Spanyol, Liga Italia",0
"Fujifilm X-A7 Mirrorless Pemula Rp 9,9 Juta, Apa Istimewanya?",1
DPR Resmi Bentuk Panja Revisi UU KPK,0
"Preview Liga 2: Hadapi Madura FC, Mitra Kukar Bisa Kudeta Persik",0
"Sampit dan Palangkaraya Tertutup Kabut Asap, Warga Salat Istisqa",0
Warga Kampung Akuarium Senang Bakal Ada Jembatan ke Luar Batang,0
145 Tokoh Bisnis Minta Senat Amerika Dukung UU Kontrol Senjata,0
"Ilmuwan Mendeteksi 100 Sinyal dari Luar Angkasa, Tanda Alien?",1
"Ancaman Krisis Keuangan, Perbankan Atur Ulang Penyaluran Kredit",0
Menteri Agama Ingin Dana Abadi Pendidikan Dikelola Lembaga Khusus,0
Saut Situmorang Minta DPR Hentikan Pembahasan Revisi UU KPK,0
"Beruntun 2 Kali Gagal Penalti buat Prancis, Apa Kata Griezmann?",1
Industri Manufaktur Desak Perbankan Pangkas Suku Bunga Kredit,0
"Dana Nasabah Rp 250 M Dibobol, Polisi Selidiki Peran Direktur BTN",0
Esemka Diharapkan Segera Bergabung ke Gaikindo,0
"2020, Honda Jazz Hybrid Belum Akan Masuk ke Indonesia",0
Liga 2: Rahasia Babel United Bisa Tekuk Persib B di Kandangnya,0
Yasonna Laoly Jadi Guru Besar Ilmu Kriminologi STIK Polri,0
Liga 1: Persib Bandung Daftarkan Ilham Qolba dan Mario Jardel,0
"DKI Buka Lagi Gedung, Jumlah Pencari Suaka di Kalideres Bertambah",0
"SKK Migas Kalah di Arbitrase, Harus Bayar Denda Rp 39 Miliar",0
Liga 1 Rabu Hari Ini: Prediksi PSM Makassar Vs PSIS Semarang,0
"Bangun TPA Sampah, Ridwan Kamil Minta Pendanaan ke Kemenkeu",0
Proyek Kereta Cepat Jakarta-Bandung Rampung 32 Persen,0
"2020, Belanja Pemerintah Pusat Disepakati Naik Jadi 1.683,47 T",0
"Bank BUMN Dibobol Rp 16 Miliar Pakai Aplikasi Kudo, Ini Modusnya",1
"Foto Jerinx SID Tak Ada di Instagram, Ini Kata Nora Alexandra",1
"Andritany Disoraki Penonton Saat Timnas Keok, McMenemy Membelanya",0
Jadwal Persija Jakarta: Banuelos Siap Hadapi Ujian Vs Persipura,0
Profesor Cina Dituduh Curi Teknologi Perusahaan AS untuk Huawei,0
Komisi IV DPR Setujui Anggaran Kementan Rp 21 T di 2020,0
"Buru Buron Kerusuhan Papua, 500 Polisi Geledah Asrama di Jayapura",0
"Cabut Paspor Veronica Koman, Imigrasi Koordinasi dengan Australia",0
Anak Lulung Dukung Anies Beri PKL Tempat di Trotoar,0
"Kasus Kepemilikan Senjata Api, Kivlan Zen Jalani Sidang Hari Ini",0
Jokowi Dapat Penghargaan Tertinggi Organisasi Insinyur se-ASEAN,0
Ibu Hamil Anemia Rentan Perdarahan dan Lahirkan Anak Stunting,0
"Gagal Cokok Tersangka Kerusuhan Papua, Ini yang Ditemukan Polisi",1
Ricky Rubio Terpilih Jadi MVP Piala Dunia Basket FIBA 2019,0
Akademisi Unair Ajak Mahasiswa dan Masyarakat Lawan Revisi UU KPK,0
Menteri Pariwisata Pertanyakan Status Taman Nasional Komodo,0
Polri Bantah Ada Penembakan Pelajar di Papua Barat,0
"Mobil Listrik Glory E3 di Cina Rp 392 Juta, Berapa di Indonesia?",1
"5 Pilihan Olahraga saat Hamil Muda, Jalan Kaki hingga Pilates",1
Esport: Thailand dan Vietnam Lawan Terberat di SEA Games 2019,0
"Anies Hentikan Tender ERP, Anggaran Rp 40,7 Miliar Dinolkan",0
"Toyota Calya Baru Meluncur Siang Ini, Masih Akan Merajai LCGC?",1
DPR Tetapkan Pansus Pengkajian Pemindahan Ibu Kota Hari Ini,0
"82,61 Persen Masyarakat Minta Jokowi Tolak Revisi UU KPK",0
Bandara Supadio Belum Izinkan Pesawat Mendarat Karena Kabut Asap,0
"Hindari Konsumsi Madu pada Bayi, Ini Alasannya",1
Navicula Bikin Film Dokumenter Pulau Plastik,0
"Balita Meninggal di Koja, Alasan Orangtua Tak Lapor Polisi",1
Bianca Andreescu Jadi Nama Jalan di Kota Kelahirannya,0
"Laga Perdana Kualifikasi Piala AFC U-16, Pemain Timnas U-16 Gugup",0
"Revisi UU KPK, Mahfud MD: Saatnya Jokowi Undang Pimpinan KPK",0
"30 Tahun Dendam, Pria Ini Adukan Mantan Pengasuh Anak ke Polisi",1
Jokowi Minta Perangkat Negara Solid Tangani Karhutla,0
Paripurna DPR Sikapi Terpilihnya Firli Bahuri dan 4 Pimpinan KPK,0
Gerakan Nasional 1.000 Startup di Bandung Gaet 1.700 Pendaftar,0
Indonesia Berpeluang Raih Medali di Kejuaraan Dunia Wushu,0
Penyerahan Mandat KPK ke Presiden Dianggap Manusiawi,0
DPR dan Pemerintah Bakal Bawa Revisi UU KPK ke Paripurna,0
"DKI Jawab Ombudsman, Bina Marga: Potong Kabel Trotoar Jalan Terus",0
"Sejak Diusulkan Kembali, Revisi UU KPK Hanya 5 Kali Rapat",0
Harga Emas Antam Turun Jadi Rp 752 Ribu per Gram,0
"Malam ini, DPR Putuskan Revisi Undang-undang Pemasyarakatan",0
"Ada Trotoar di Tengah Jalan Kalimalang, DKI: Punya Tol Becakayu",0
Kualifikasi Piala AFC U-16: Pelatih Filipina Puji Timnas U-16,0
"Liverpool Sodori Kontrak Panjang, Klopp Tak Tahan Cuaca Inggris",0
Kuasa Hukum: Surya Anta Ditahan di Sel Biologis Mako Brimob,0
"Arab Saudi Yakin Iran Penyerang 2 Fasilitas Minyak, Ini Buktinya",1
Megan Fox Akui Pernah Alami Gangguan Kesehatan Mental,0
Bima Sakti: Sehari Pemain Timnas U-16 Hanya Pegang Ponsel Sejam,0
KKP: Reklamasi Harus Berpihak pada Kepentingan Masyarakat,0
Pesisir Selatan Tanam Jengkol Terenak dan Terlangka di Indonesia,0
Anies Baswedan Cabut Kasasi Pembebasan Lahan Sodetan Ciliwung,0
"Liga Europa: Frankfurt Vs Arsenal, Emery Simpan Ozil dan Sokratis",0
IHSG Diprediksi Variatif Pasca The Fed Turunkan Suku Bunga,0
Menikmati Hidangan Musim Semi Jepang di Jakarta,0
"BPK Temukan 14.965 Masalah, Sri Mulyani: Kita Selalu Menghargai",0
"KPK Dilemahkan, Masyarakat Sipil Kirim Surat ke Sekjen PBB",0
"Sakit Perut Melilit, Coba Atasi dengan 7 Bahan Alami Ini",1
"Jadi Tersangka Korupsi, Menpora Imam Nahrawi Mundur",0
"Revisi UU KPK, Pakar: Ada Rebutan Kendali Dewan Pengawas",0
"3 Zat Bahaya Paling Banyak di Rokok, Yuk Berhenti Merokok",1
Cerita Marselino Ferdinan Soal Ucapan Bima Sakti di Ruang Ganti,1
Ridwan Kamil Janji Beri Diskon Pajak Investor Jepang,0
Malindo Air Akui Data Penumpang Secara Masif Bocor,0
"3 Pejabat Maju Pilkada Tangerang Selatan, Airin: Senyumin Aja",1
Realme 5 dan Realme 5 Pro Dirilis Siang Ini di Indonesia,0
"Anies Kirim Personel, Satgas Riau: Kami Bukan Menolak, tapi...",1
"Agus Rahardjo Beri Instruksi ke Pegawai KPK, Begini Isinya",1
Perempuan di Rusia Tewas Kesetrum Ponsel,0
"Robot Militer Otonom Diklaim Berbahaya, Apa Saja?",1
Traveloka Promosikan Wisata Jakarta,0
Prediksi Liga Champions: Atletico Madrid Vs Juventus,0
"Liga Champions: Shakthar Vs Man City, Panggung buat Cancelo",0
KPK Bentuk Tim Transisi Telaah Revisi UU Komisi Antikorupsi,0
"Daihatsu Sigra Transmisi Manual Lebih Diminati, Ini Penjelasannya",1
"China Open 2019: Langsung Kandas di Babak 1, Begini Kata Fitriani",1
Indonesia Akan Beri Beasiswa pada Mahasiswa Ethiopia,0
Liga Champions Rabu Ini: Preview Olympiacos Vs Tottenham Hotspur,0
"Era Mobil Listrik, Penggunaan Pelumas Bisa Turun 50 Persen",0
"Pemilihan Anggota BPK, DPR Diduga Melanggar Undang-undang",0
"Farri Agri, Rekrutan Terakhir Persija, Lama Berkiprah di Qatar",0
"Polusi Asap, SDN Cilincing Pasang Alat Penyaring Udara di Kelas",0
"Semester I 2019, RI Tak Lagi Pimpin Penjualan Mobil di ASEAN",0
Garuda Akui Alasan Stop Layanan di Bandara Kertajati: Komersial,0
Anies Baswedan Kenang Jasa BJ Habibie Bagi Pers Indonesia,0
"Esport: Turnamen Apex Legends Polandia Tawarkan Hadiah Rp 7,1 M",0
"Kebakaran Hutan, Walhi: Pemilik Konsesi Harus Bertanggung Jawab",0
"Maskapai Terjun ke Bisnis Kurir, Jasa Pengiriman Ekspres Tertekan",0
"Selain ISPA, Waspada Penyakit Ini Akibat Kebakaran Hutan",1
BJ Habibie Berkaca-kaca Dengar Lagu Kamu dan Kenangan,0
"Malaysia Sebut RI Kirim Asap, Gubernur Sumsel: Itu dari Mereka",0
Penjelasan Inisiator Kenapa Esemka Masih Pakai Onderdil Cina,1
"Pemilihan Wali Kota Tangsel, Aktivis ICW Klaim Raih Dukungan",0
Sri Mulyani Mengenang Habibie: Bapak Bangsa yang Dicintai,0
Bursa Transfer Liga 1: Barito Putera Datangkan 2 Mantan Pemainnya,0
"Terimbas Kebakaran Hutan, Kemampuan Pembangkit Listrik Merosot",0
Kurs Rupiah Jisdor Menguat ke 14.085 per Dolar AS,0
Jokowi Terima Penasihat Hubungan Luar Negeri Presiden Cina,0
Ketika Djanur Lakukan Perjudian dan Evan Dimas Jadi Cadangan,0
Penyebab Aplikasi Tempo Sempat Hilang dari Play Store,1
Veronica Koman Jadi Buronan Polisi Sedunia,0
"Top Skor Liga Inggris, Liga Spanyol, Liga Italia Akhir Pekan Ini",0
Hotel Riau Akan Tampung Warga Terkena Dampak Kebakaran Hutan,0
"Dilarang Ngobrol Saat Mengukur Tekanan Darah, Apa Sebabnya",1
"Toyota Calya dan Agya, Mana yang Lebih Menarik Bagi Konsumen?",1
Sri Mulyani Ingin Lulusan STAN Jadi Pendekar Antikorupsi,0
"Belum Diparaf Jokowi, UU KPK Sudah Digugat Mahasiswa ke MK",0
Mahasiswa Ancam Bawa Massa Lebih Besar ke Gedung DPR,0
"Konvoi Mobil Listrik Hari Ini, Begini Rekayasa Lalu Lintasnya.",1
"Buwas Ancam Bongkar Modus BPNT, Bagaimana Sistem Penyalurannya?",1
"SEA Games 2019: Jalani Pelatnas 3 Bulan, Kick Boxing Siap Tanding",0
"Hati-hati, Terong dan 6 Makanan Ini Bahaya jika Dikonsumsi Mentah",1
Tantangan Perdana Pelatih Bhayangkara FC Hadapi Bali United,0
Rumah Masa Kecil BJ Habibie di Parepare Dijual 4.000 Dui Labba,0
"Final AOV Star League Digelar Besok, Penonton Bisa Dapat Hadiah",0
Bank Mandiri Targetkan Kredit UMKM Tumbuh 12 Persen pada 2019,0
Pemerintah Minta Rapat Revisi UU KPK Terbuka untuk Umum,0
"Ikut Arahan Anies, Jakpus Imbau Pegawai Mulai Gunakan Sepeda",0
PTDI Bakal Murnikan Hak Produksi Pesawat Rancangan BJ Habibie,0
Miliarder Jepang Sebut Brexit Mustahil Diwujudkan,0
"Putusan Arbitrasi Diabaikan, Xi Tawarkan Duterte 60 Persen Saham",0
"Dukung Bali Baru, Bank Mandiri Salurkan KUR Pariwisata Rp 2,48 T",0
AKG Games Salim Group Pasarkan World of Warcraft,0
"Imparsial: Tunda Pengesahan RKUHP, Terbitkan Perpu KPK",0
Waspadai Kebocoran Stok Ikan,0
Melawan Kembalinya Oligarki,0
Ombudsman: Kenaikan Iuran BPJS Kesehatan Tak Selesaikan Masalah,0
"Pemerintah Siapkan Fasilitas Uji Tabrak, Bisa untuk Mobil Listrik",0
Alasan Nissan Leaf Diklaim Cocok untuk Aktivitas Harian,1
Menhub Selidiki Konflik Sriwijaya Air dengan Citilink Indonesia,0
"Perluasan Ganjil Genap, Banyak Pelanggar di Jalan Gunung Sahari",0
Alasan Fahri Hamzah Dukung Jokowi Bangun Istana di Papua,1
"Tira Persikabo vs Persib Bandung, Erwin Ramdani Punya Target Ini",1
"Akhir Pekan di Kampung BJ Habibie, Ini Dia Tempat Nongkrongnya",1
Prediksi Liga 1: Kalteng Putra vs Persebaya Surabaya,0
"Bus Listrik Terkendala Regulasi, DKI Minta Kemenhub Revisi UU",0
Sekjen ITU Telecom World 2019 Apresiasi Rampungnya Palapa Ring,0
"Alasan Tak Boleh Menyebut Anak Gemuk, Ini Kata Peneliti",1
"Lelang Stadion BMW Berpolemik, Jakpro Beberkan Proses Penilaian",0
"Bakti Mertua, Program Pelabuhan Tanjung Priok Ramah Difabel",0
Arkeolog Temukan Lukisan Purba Bermotif Bumerang di Karst Fakfak,0
Carrie Lam Minta Pemerintah Asing Tidak Campuri Urusan Hong Kong,0
Lahan Proyek Kereta Cepat Jakarta-Bandung Kurang 1 Persen,0
"Uji Kelayakan Capim KPK, Anak Buah Irjen Firli Gelar Doa Bersama",0
Pemutusan Serat Optik di Cikini Juga Ganggu Jaringan Telepon,0
Alasan BMW Tetap Merawat Pasar di Daerah,1
Alasan Transjakarta Mau Pasang Kamera E-TLE di Jalur Busway,1
Bappenas: Ibu Kota Baru Bisa Tahan Dampak Pelemahan Ekonomi Dunia,0
"Rafael Nadal Gemar Makan Buah Zaitun, Cek 5 Manfaat Baiknya",1
"Terima Uang, Pencari Suaka Kembali ke Penampungan di Kalideres",0
Ini Jumlah Bayaran Petarung di UFC 242: Khabib vs Poirier,1
Cara Dapatkan Stiker Khusus Difabel untuk Ganjil Genap,1
DPR Keluhkan Pimpinan KPK: Anggap Anarko hingga Inkonstitusional,0
"Rayakan 27 Tahun Berkarir, Ari Lasso Gelar Konser di Tiga Kota",0
"Jambi Darurat Asap Karhutla, Sekolah Libur",0
Dewan Minta Anies Tunda Dulu Pembangunan Stadion BMW,0
Aldi Taher Minta Presiden Jokowi Besuk Ria Irawan,0
Puan Maharani Bicara Soal Industri Spa RI yang Masuk Top 10 Dunia,0
KPK Umumkan Tersangka Kasus Mafia Migas Siang Ini,0
NMI: Baterai Mobil Listrik Nissan LEAF Digaransi 8 Tahun,0
"DPR Setujui 4 Lembaga Dapat Pos Anggaran Mendesak Rp 21,7 T",0
"Trump Akhiri Nego Taliban, Proposal Perdamaian Afganistan Mati",0
"Gubernur Maluku Protes Moratorium Kapal Eks Asing, Respons Susi?",1
Harga Emas Antam Turun Jadi Rp 751.000 per Gram,0
"Setelah Menguat, IHSG Diprediksi Bergerak Flat Hari Ini",0
"Resmi Listing, Bhakti Agung Propertindo Raih Dana IPO Rp 251 M",0
"Kebakaran di Tangerang, Gudang Alfamidi Ludes Dilalap Api",0
"Kasus Mobil Pecah Ban, Begini Cara Merawat Karet Bundar",1
"Darurat Kabut Asap, Siapa Peduli?",1
"Kilang Minyak Diserang, Mohammed bin Salman: Kami Bisa Atasi",0
Jokowi Dijadwalkan Bertemu Pimpinan KPK Hari Ini,0
Harga Minyak Naik Usai Serangan ke Saudi Aramco,0
"Dituduh Serang Kilang Minyak Saudi Aramco, Iran: Siap Berperang",0
"Dibuka Melemah, IHSG Diperkirakan Menguat Pekan Ini",0
"Tak Perlu ke Lombok-Bali, Inilah Gili di Jawa Timur yang Memikat",1
"Baru Main Saat MU Vs Leicester, Nemanja Matic Mengaku Frustrasi",0
"Kabut Asap Selimuti Riau, Polri Tetapkan 47 tersangka",0
"Daihatsu Sigra Baru Meluncur Hari Ini, Ada Perubahan Signifikan?",1
Fraksi PDIP DPRD DKI Persoalkan TGUPP Anies Baswedan,0
"Masalah Takut Menikah Atau Gamophobia, Sudah Tahu?",1
Kourtney Kardashian Ajarkan Disiplin pada Anak tanpa Kekerasan,0
Menteri Yasonna Jelaskan Konsep Dewan Pengawas KPK,0
"Luka Tyson Fury Dapat 40 Jahitan, Februari Siap Hadapi Wilder",0
"Sah, Bekas Tambang Ombilin Sawahlunto Jadi Situs Warisan Dunia",0
YLBHI Minta Jokowi Tidak Mempermainkan Mandat Rakyat,0
Bidding Tuan Rumah Piala Dunia U-20: FIFA Mulai Inspeksi Stadion,0
Perum Perindo Targetkan Ekspor 25 Persen Produk Hasil Tangkapan,0
Dua Partai Pengusung Prabowo Beri Catatan Revisi UU KPK,0
Timnas U-16 di Kualifikasi Piala AFC U-16: Klasemen dan Jadwal,0
Ilham Habibie Tak Keberatan Peziarah Selfie di Makam BJ Habibie,0
YLKI Desak Kemendag Revisi Aturan Soal Label Halal Daging Impor,0
"Cegah Karhutla, BPPT Tawarkan Penyubur Lahan Gambut Biopeat",0
Minat Turis Asing ke Batam Diklaim Tak Terganggu Kabut Asap,0
"Mengandung Zat Berbahaya, BPOM Tegaskan Tidak Ada Izin Edar Vape",0
"Mana yang Benar, Susi Susanti atau Susy Susanti? Simak Ceritanya",1
"Ditinjau Basuki, Operasional Tol Cikampek Elevated Maju Sebulan",0
Prediksi PSM Makassar Vs Tira Persikabo di Liga 1 Kamis Malam,0
Rini Soemarno Dorong BUMN Cari Mitra Strategis di Afrika,0
"Sumber Masih Misterius, AS Bongkar Sirkuit Drone Penyerang Saudi",0
"Cukai Akan Naik, Harga Saham Rokok Fluktuatif Sampai Oktober",0
Pengadilan Tinggi DKI Tolak Banding Ratna Sarumpaet,0
"RKUHP Rampung Dibahas, PDIP dan Gerindra Beda Soal Kumpul Kebo",0
"Sidang Kerusuhan 22 Mei, Jaksa Hadirkan 4 Brimob Hari Ini",0
Polda Metro Jaya Serahkan Aktor Kriss Hatta ke Kejaksan,0
"Imbas Perang Dagang, Ekspor Kayu Lapis Anjlok",0
"Imam Nahrawi Tersangka, Jokowi: Hati-hati Gunakan Anggaran",0
Susi Pudjiastuti Ingin Buat Monumen Pemberantasan Illegal Fishing,0
"Aplikasi Bukalapak Menghilang dari Google Playstore, Ada Apa?",1
Selena Gomez Produseri Film Berseri tentang Imigran di Netflix,0
"Kian Banyak Orang Indonesia Minum Kopi, Berapa Jumlah yang Ideal?",1
Film The Santri Dikritik Pedas: Tak Cerminkan Akhlak Pesantren,0
Rini Soemarno Dorong BUMN Bantu Infrastruktur di Madagaskar,0
Prediksi Liga Europa Malam Ini: Manchester United Vs Astana,0
"Riau Belum Butuh Bantuan Anies, DPD RI: Jauhkan Sifat Sombong",0
Malaysia Jual Aset Negara untuk Bayar Utang,0
Liga 1 Kamis: Prediksi Persija Jakarta Vs Bali United,0
Produk Halal Indonesia Masih Tertinggal dengan Negara Tetangga,0
WWF Samakan Kebakaran Hutan di Indonesia dengan Amazon,0
Pukat UGM dan Koalisi Akan Gugat UU KPK ke Mahkamah Konstitusi,0
Amerika Serikat Daftarkan Gugatan Hukum pada Edward Snowden,0
Mentan Jamin Produksi Beras Aman Meski Kekeringan,0
Hasil China Open 2019: Hafiz / Gloria Kandas di Babak Pertama,0
"Liga 2: Bayar Denda Komdis PSSI, Fans Persik Patungan Rp 2.000",0
"Ojek Online Marak, Siapa Saja Selain Grab dan Gojek?",1
Jokowi Sindir Pihak yang Suka Tuding Dirinya Antek Asing,0
Indonesia Loloskan Resolusi DK PBB tentang Afghanistan,0
Penyanyi Dangdut Era 70-an Ida Laila Meninggal Dunia,0
"Sengketa Lahan, TNI Gebuk Petani: Mereka Tak Mau Dikendalikan",0
"Shandy Aulia Dibully, Ini Caranya Membalas Ucapan Kasar Netizen",1
"Jadwal Liga 2 Kamis: Ada Persibat, Juga Persita vs Sriwijaya FC",0
"Ganjil Genap Ditiadakan Pagi Ini, Jalan MT Haryono Tetap Lengang",0
"Karhutla Parah, Walhi Desak Pemerintah Evaluasi Restorasi Gambut",0
"Detak Jantung Tidak Beraturan, Bisa Jadi karena Kebanyakan Kerja",0
Dokumen Ungkap Dampak Jika Inggris Keluar UE Tanpa Kesepakatan,0
Serikat Pekerja Kantor Berita Antara Adukan Manajemen ke Polisi,0
Peserta Turnamen Astec Open Mengheningkan Cipta untuk BJ Habibie,0
Pesan Terakhir Habibie ke Susi Pudjiastuti: Be Strong,0
Trump Minta FDA Larang Vape Aroma Setelah Penyakit Paru Misterius,0
Icuk Sugiarto: Kadin Siap Dukung Prestasi Olahraga Nasional,0
Benny Gantz Tak Mau Libatkan Netanyahu di Pemerintahan,0
Esport: EVOS.AOV Akan Lawan 11 Tim di AIC 2019 Bangkok,0
"Industri Arang Ditutup, Kepsek Sebut Ada Asap Pabrik Lain",0
"Diduga Jaringan Benny Wenda di Papua, Ketua KNPB Mimika Dicokok",0
"Bulog Luncurkan Beras Bervitamin, Buwas: Cegah Stunting",0
Jokowi Minta Cina Tingkatkan Impor CPO dari RI,0
Tips Periksa Tekanan Darah yang Tepat dari Pakar,1
Wakil Presiden Cina Akan Hadir di Pelantikan Jokowi - Ma'ruf,0
"Pemakaman Habibie, Jalan Sekitar TMP Kalibata Ditutup di 5 Titik",0
"Kualifikasi Sepatu Roda PON 2020 Digelar di Cikarang, Bekasi",0
